,playerid,date_of_birth,place_of_birth,nation,height,weight,shoots,rights,under_contract,draft_year,draft_round,draft_pick,draft_team,shortname,status,nhl_draft,rankings,catches,draft_year_eligible,load_date,player_name,position,nhl_likelihood,most_likelihood_nhl_node,nhl_expected_value
495,254039,1998-02-21,"Cambridge, ON, CAN",Canada,189.0,92.0,L,,,2016,3,77,Pittsburgh Penguins,connor-hall,,,,,2016,2020-06-03,Connor Hall,D,0.1,17,9.9
496,313516,1999-05-08,"Newburyport, MA, USA",USA,185.0,82.0,L,New York Islanders,False,2017,3,77,New York Islanders,benjamin-mirageas,,,,,2017,2020-06-03,Benjamin Mirageas,D,0.01,6,8.8
497,412976,2001-07-25,"Trois-Rivières, QC, CAN",Canada,188.0,87.0,R,Colorado Avalanche,False,2019,3,78,Colorado Avalanche,alex-beaucage,,,,,2019,2020-06-03,Alex Beaucage,F,0.15,26,79.2
498,375954,2000-05-31,"Naantali, FIN",Finland,189.0,94.0,L,Colorado Avalanche,False,2018,3,78,Colorado Avalanche,sampo-ranta,,,,,2018,2020-06-03,Sampo Ranta,F,0.13,16,38.3
499,364230,2000-02-14,"Grand Rapids, MN, USA",USA,180.0,73.0,L,Anaheim Ducks,False,2018,3,79,Anaheim Ducks,blake-mclaughlin,,,,,2018,2020-06-03,Blake McLaughlin,F,0.11,17,44.0
500,247919,1998-12-27,"Wetaskiwin, AB, CAN",Canada,183.0,86.0,R,,,2017,3,79,Detroit Red Wings,lane-zablocki,,,,,2017,2020-06-03,Lane Zablocki,F,0.15,6,31.2
501,398168,2000-10-26,"Nizhny Tagil, RUS",Russia,185.0,79.0,L,Vegas Golden Knights,False,2019,3,79,Vegas Golden Knights,pavel-dorofeyev,,,,,2019,2020-06-03,Pavel Dorofeyev,F,0.07,20,15.4
502,349467,2001-06-25,"Örebro, SWE",Sweden,191.0,92.0,L,Edmonton Oilers,True,2019,1,8,Edmonton Oilers,philip-broberg,,,,,2019,2020-06-03,Philip Broberg,D,0.74,33,82.8
503,265684,2000-08-15,"Falun, SWE",Sweden,182.0,82.0,R,Chicago Blackhawks,True,2018,1,8,Chicago Blackhawks,adam-boqvist,,,,,2018,2020-06-03,Adam Boqvist,D,1.0,4,142.4
504,286955,2001-04-24,"Waconia, MN, USA",Canada                                                                                             /  USA,183.0,79.0,R,New Jersey Devils,False,2019,3,80,New Jersey Devils,graeme-clarke,,,,,2019,2020-06-03,Graeme Clarke,F,0.34,19,140.6
505,319507,2000-01-23,"Leksand, SWE",Sweden,173.0,75.0,R,Columbus Blue Jackets,False,2018,3,80,Columbus Blue Jackets,marcus-karlberg,,,,,2018,2020-06-03,Marcus Karlberg,F,0.22,20,44.0
506,300597,1999-04-21,"North Falmouth, MA, USA",USA,180.0,82.0,R,New Jersey Devils,False,2017,3,81,New Jersey Devils,reilly-walsh,,,,,2017,2020-06-03,Reilly Walsh,D,0.14,10,27.7
507,299929,1999-08-18,"Kelowna, BC, CAN",Canada,188.0,79.0,R,Detroit Red Wings,False,2018,3,81,Detroit Red Wings,seth-barton,,,,,2017,2020-06-03,Seth Barton,D,0.05,10,12.1
508,431915,2001-04-25,"Kitchener, ON, CAN",Canada,188.0,83.0,R,Florida Panthers,True,2019,3,81,Florida Panthers,cole-schwindt,,,,,2019,2020-06-03,Cole Schwindt,F,0.28,18,115.2
509,418533,2001-06-08,"Oakville, ON, CAN",Canada,191.0,96.0,L,New Jersey Devils,False,2019,3,82,New Jersey Devils,michael-vukojevic,,,,,2019,2020-06-03,Michael Vukojevic,D,0.37,21,82.5
510,299556,1999-05-05,"Greely, ON, CAN",Canada,191.0,83.0,R,Arizona Coyotes,True,2017,3,82,Arizona Coyotes,cameron-crotty,,,,,2017,2020-06-03,Cameron Crotty,D,0.02,6,11.8
511,339599,1999-12-29,"Nizhnekamsk, RUS",Russia,186.0,74.0,L,Los Angeles Kings,False,2018,3,82,Los Angeles Kings,bulat-shafigullin,,,,,2018,2020-06-03,Bulat Shafigullin,F,0.07,9,39.6
512,201715,2000-01-05,"Winnipeg, MB, CAN",Canada,183.0,84.0,L,,,2018,3,83,Toronto Maple Leafs,riley-stotts,,,,,2018,2020-06-03,Riley Stotts,F,0.25,12,49.7
513,273617,1999-03-06,"London, ON, CAN",Canada,188.0,87.0,L,San Jose Sharks,True,2017,3,83,Detroit Red Wings,zach-gallant,,,,,2017,2020-06-03,Zach Gallant,F,0.12,6,30.3
514,395069,2000-10-05,"Jyväskylä, FIN",Finland,179.0,81.0,R,Carolina Hurricanes,False,2019,3,83,Carolina Hurricanes,anttoni-honka,,,,,2019,2020-06-03,Anttoni Honka,D,0.2,17,49.2
515,312819,1999-06-16,"Volgograd, RUS",Russia,191.0,89.0,L,Edmonton Oilers,True,2017,3,84,Edmonton Oilers,dmitri-samorukov,,,,,2017,2020-06-03,Dmitri Samorukov,D,0.08,6,14.8
516,347571,2001-01-18,"Mikkeli, FIN",Finland,181.0,90.0,L,Toronto Maple Leafs,False,2019,3,84,Toronto Maple Leafs,mikko-kokkonen,,,,,2019,2020-06-03,Mikko Kokkonen,D,0.09,29,4.1
517,245621,1998-04-27,"Mississauga, ON, CAN",Canada,188.0,92.0,L,Edmonton Oilers,False,2016,3,84,Edmonton Oilers,matthew-cairns,,,,,2016,2020-06-03,Matthew Cairns,D,0.0,4,13.8
518,166669,1998-05-05,"St. Albert, AB, CAN",Canada,183.0,87.0,L,Anaheim Ducks,True,2016,3,85,Anaheim Ducks,josh-mahura,,,,,2016,2020-06-03,Josh Mahura,D,0.19,3,24.6
519,201450,1999-08-31,"Los Angeles, CA, USA",USA,183.0,88.0,R,Minnesota Wild,True,2017,3,85,Minnesota Wild,ivan-lodnia,,,,,2017,2020-06-03,Ivan Lodnia,F,0.13,6,19.3
520,439814,2001-02-22,"Vancouver, BC, CAN",Canada,188.0,88.0,L,Vegas Golden Knights,False,2019,3,86,Vegas Golden Knights,layton-ahac,,,,,2019,2020-06-03,Layton Ahac,D,0.1,17,7.0
521,339559,2000-04-12,"Saratov, RUS",Russia,180.0,90.0,L,Minnesota Wild,True,2018,3,86,Minnesota Wild,alexander-khovanov,,,,,2018,2020-06-03,Alexander Khovanov,F,0.37,10,75.0
522,314906,1999-11-16,"Eksjö, SWE",Sweden,186.0,81.0,R,Vancouver Canucks,False,2018,3,87,San Jose Sharks,linus-karlsson,,,,,2018,2020-06-03,Linus Karlsson,F,0.03,7,25.4
523,49041,1998-04-13,"Mineola, NY, USA",Canada                                                                                             /  USA,180.0,85.0,R,Washington Capitals,True,2016,3,87,Washington Capitals,garrett-pilon,,,,,2016,2020-06-03,Garrett Pilon,F,0.11,3,27.3
524,514152,2001-06-26,"Yaroslavl, RUS",Russia,182.0,87.0,L,Calgary Flames,False,2019,3,88,Calgary Flames,ilya-nikolayev,,,,,2019,2020-06-03,Ilya Nikolayev,F,0.12,51,48.1
525,201468,1999-07-02,"Chicago, IL, USA",USA,183.0,84.0,R,Carolina Hurricanes,True,2018,3,88,New York Rangers,joey-keane,,,,,2017,2020-06-03,Joey Keane,D,0.27,7,40.1
526,240064,1998-05-10,"Norrtälje, SWE",Sweden,184.0,83.0,L,,,2016,3,89,Florida Panthers,linus-nassen,,,,,2016,2020-06-03,Linus Nässén,D,0.0,1,0.6
527,201502,1999-02-11,"Tampa, FL, USA",USA,178.0,78.0,R,Florida Panthers,False,2018,3,89,Florida Panthers,logan-hutsko,,,,,2017,2020-06-03,Logan Hutsko,F,0.26,7,51.3
528,372926,1999-07-02,"Tampere, FIN",Finland,188.0,75.0,R,Buffalo Sabres,False,2017,3,89,Buffalo Sabres,oskari-laaksonen,,,,,2017,2020-06-03,Oskari Laaksonen,D,0.04,9,13.0
529,291308,2001-01-03,"Bratislava, SVK",Slovakia,182.0,86.0,R,Tampa Bay Lightning,False,2019,3,89,Tampa Bay Lightning,maxim-cajkovic,,,,,2019,2020-06-03,Maxim Cajkovic,F,0.26,21,95.0
530,379749,1999-12-23,"Vladivostok, RUS",Russia,192.0,83.0,L,New York Rangers,True,2018,1,9,New York Rangers,vitali-kravtsov,,,,,2018,2020-06-03,Vitali Kravtsov,F,0.63,5,69.0
531,424453,2001-03-20,"Bedford, NY, USA",USA,183.0,79.0,L,Anaheim Ducks,True,2019,1,9,Anaheim Ducks,trevor-zegras,,,,,2019,2020-06-03,Trevor Zegras,F,0.63,25,82.0
532,286738,1999-04-17,"Vancouver, BC, CAN",Canada,197.0,100.0,L,Detroit Red Wings,True,2017,1,9,Detroit Red Wings,michael-rasmussen,,,,,2017,2020-06-03,Michael Rasmussen,F,0.74,6,76.4
533,303599,1999-02-18,"Bristol, PA, USA",USA,183.0,86.0,L,Chicago Blackhawks,True,2017,3,90,Chicago Blackhawks,evan-barratt,,,,,2017,2020-06-03,Evan Barratt,F,0.13,7,28.9
534,396119,2000-02-24,"Moskva, RUS",Russia,188.0,97.0,L,Tampa Bay Lightning,True,2018,3,90,Tampa Bay Lightning,dmitri-semykin,,,,,2018,2020-06-03,Dmitri Semykin,D,0.04,29,16.2
535,424459,2001-09-07,"Thornwood, NY, USA",USA,171.0,68.0,L,Carolina Hurricanes,False,2019,3,90,Carolina Hurricanes,domenick-fensore,,,,,2019,2020-06-03,Domenick Fensore,D,0.16,17,39.8
536,229589,1998-01-19,"Old Greenwich, CT, USA",USA,183.0,92.0,L,Anaheim Ducks,True,2017,3,91,Anaheim Ducks,jack-badini,,,,,2016,2020-06-03,Jack Badini,F,0.02,4,17.4
537,517438,2001-01-06,"Vitebsk, BLR",Belarus,198.0,95.0,L,Washington Capitals,True,2019,3,91,Washington Capitals,alexei-protas,,,,,2019,2020-06-03,Alexei Protas,F,0.39,22,114.2
538,322103,2001-05-09,"Calgary, AB, CAN",Canada,180.0,77.0,L,Boston Bruins,False,2019,3,92,Boston Bruins,quinn-olson,,,,,2019,2020-06-03,Quinn Olson,F,0.05,20,24.5
539,269310,1999-06-23,"Victor, NY, USA",USA,180.0,86.0,L,Nashville Predators,False,2017,3,92,Nashville Predators,david-farrance,,,,,2017,2020-06-03,David Farrance,D,0.24,10,52.3
540,283843,1999-06-26,"The Pas, MB, CAN",Canada,178.0,80.0,L,Minnesota Wild,True,2018,3,92,Minnesota Wild,connor-dewar,,,,,2017,2020-06-03,Connor Dewar,F,0.23,5,47.6
541,353590,1999-09-09,"Edina, MN, USA",USA,180.0,83.0,L,Pittsburgh Penguins,False,2017,3,93,Pittsburgh Penguins,clayton-phillips,,,,,2017,2020-06-03,Clayton Phillips,D,0.02,6,10.4
542,281307,1999-10-25,"Calgary, AB, CAN",Canada,191.0,95.0,R,Washington Capitals,True,2018,3,93,Washington Capitals,riley-sutter,,,,,2018,2020-06-03,Riley Sutter,F,0.18,5,34.9
543,233512,1998-03-05,"Metamora, MI, USA",USA,188.0,89.0,L,Anaheim Ducks,True,2016,4,93,Anaheim Ducks,jack-kopacka,,,,,2016,2020-06-03,Jack Kopacka,F,0.06,3,36.9
544,201705,1999-07-04,"Portage la Prairie, MB, CAN",Canada,180.0,87.0,R,Colorado Avalanche,True,2017,4,94,Colorado Avalanche,nick-henry,,,,,2017,2020-06-03,Nick Henry,F,0.18,5,40.8
545,271642,2000-02-10,"Turnov, CZE",Czech Rep.,184.0,77.0,L,Buffalo Sabres,True,2018,4,94,Buffalo Sabres,matej-pekar,,,,,2018,2020-06-03,Matej Pekar,F,0.39,12,98.5
546,287856,1999-06-02,-,Sweden,187.0,84.0,L,Ottawa Senators,False,2019,4,94,Ottawa Senators,viktor-lodin,,,,,2017,2020-06-03,Viktor Lodin,F,0.02,9,0.6
547,320267,2001-02-24,"Sydney, AUS",Canada                                                                                             /  Japan,179.0,75.0,R,Los Angeles Kings,False,2019,4,95,Los Angeles Kings,jordan-spence,,,,,2019,2020-06-03,Jordan Spence,D,0.36,22,64.7
548,276187,2000-05-04,"Rochester, MI, USA",USA,182.0,77.0,L,Ottawa Senators,True,2018,4,95,Ottawa Senators,jonathan-gruden,,,,,2018,2020-06-03,Jonathan Gruden,F,0.27,12,47.9
549,311766,1999-05-20,"West Roxbury, MA, USA",USA,180.0,86.0,L,Vancouver Canucks,False,2017,4,95,Vancouver Canucks,jack-rathbone,,,,,2017,2020-06-03,Jack Rathbone,D,0.13,7,29.3
550,201472,1999-07-12,"Oyster Bay, NY, USA",USA                                                                                             /  Canada,183.0,75.0,R,New Jersey Devils,False,2019,4,96,New Jersey Devils,tyce-thompson,,,,,2017,2020-06-03,Tyce Thompson,F,0.25,10,57.7
551,266778,2000-04-29,"Dartmouth, NS, CAN",Canada,183.0,72.0,L,,,2018,4,96,Carolina Hurricanes,luke-henman,,,,,2018,2020-06-03,Luke Henman,F,0.41,11,60.6
552,242668,1998-01-08,"Skellefteå, SWE",Sweden,182.0,75.0,L,,,2016,4,96,Calgary Flames,linus-lindstrom,,,,,2016,2020-06-03,Linus Lindström,F,0.05,4,15.6
553,313532,2000-02-14,"Collingwood, ON, CAN",Canada,180.0,86.0,L,,,2018,4,97,Montréal Canadiens,allan-mcshane,,,,,2018,2020-06-03,Allan McShane,F,0.2,11,40.8
554,162926,1998-11-03,"Lloydminster, AB, CAN",Canada,175.0,81.0,L,Minnesota Wild,True,2017,4,97,Minnesota Wild,mason-shaw,,,,,2017,2020-06-03,Mason Shaw,F,0.05,3,28.5
555,305096,2001-05-07,"Dartmouth, NS, CAN",Canada,175.0,70.0,R,Detroit Red Wings,False,2019,4,97,Detroit Red Wings,ethan-phillips,,,,,2019,2020-06-03,Ethan Phillips,F,0.16,22,40.1
556,169012,1998-01-30,"Helsingborg, SWE",Sweden,193.0,85.0,R,,,2016,4,97,Winnipeg Jets,jacob-cederholm,,,,,2016,2020-06-03,Jacob Cederholm,D,0.04,22,4.0
557,312680,1998-11-20,"Moskva, RUS",Russia,197.0,98.0,R,New Jersey Devils,False,2017,4,98,New Jersey Devils,nikita-popugayev,,,,,2017,2020-06-03,Nikita Popugayev,F,0.02,9,2.2
558,375953,2000-10-14,"Turku, FIN",Finland,180.0,75.0,L,Arizona Coyotes,True,2019,4,98,Arizona Coyotes,matias-maccelli,,,,,2019,2020-06-03,Matias Maccelli,F,0.14,17,39.4
559,221513,1998-03-01,"Äänekoski, FIN",Finland,182.0,81.0,L,New York Rangers,True,2016,4,98,New York Rangers,tarmo-reunanen,,,,,2016,2020-06-03,Tarmo Reunanen,D,0.02,4,4.0
560,276199,2000-03-21,"Southlake, TX, USA",USA,191.0,93.0,R,Detroit Red Wings,False,2018,4,98,Detroit Red Wings,ryan-o-reilly,,,,,2018,2020-06-03,Ryan O'Reilly,F,0.11,13,20.3
561,354045,2000-04-04,"Cypress, CA, USA",USA,188.0,86.0,L,Chicago Blackhawks,False,2018,4,99,Vegas Golden Knights,slava-demin,,,,,2018,2020-06-03,Slava Demin,D,0.04,10,5.9
562,233504,1998-03-25,"Ortonville, MI, USA",USA,185.0,84.0,L,Dallas Stars,True,,,,,ben-gleason,,,,,2016,2020-06-03,Ben Gleason,D,0.03,3,30.8
563,148119,1998-10-04,"Hemer, GER",Germany,187.0,93.0,L,San Jose Sharks,True,,,,,lean-bergmann,,,,,2017,2020-06-03,Lean Bergmann,F,0.04,4,57.7
564,308784,1998-03-20,"Kemerovo, RUS",Russia,190.0,92.0,L,San Jose Sharks,True,,,,,nikolai-knyzhov,,,,,2016,2020-06-03,Nikolai Knyzhov,D,0.02,4,23.5
565,233503,1998-02-06,"Orange County, CA, USA",USA                                                                                             /  Canada,183.0,86.0,R,Vancouver Canucks,True,,,,,mitch-eliot,,,,,2016,2020-06-03,Mitch Eliot,D,0.02,4,21.1
566,233499,1998-10-13,"Walnut Creek, CA, USA",USA,183.0,91.0,L,New York Rangers,True,,,,,patrick-khodorenko,,,,,2017,2020-06-03,Patrick Khodorenko,F,0.01,3,38.9
567,296327,1998-01-26,"Rockford, MI, USA",USA,183.0,94.0,R,Minnesota Wild,True,,,,,mitchell-chaffee,,,,,2016,2020-06-03,Mitchell Chaffee,F,0.01,3,37.4
568,272539,1998-03-17,"Orlando, FL, USA",USA,180.0,86.0,R,New York Rangers,True,,,,,justin-richards,,,,,2016,2020-06-03,Justin Richards,F,0.0,3,19.0
569,247901,1998-02-19,"Duncan, BC, CAN",Canada,188.0,86.0,R,Vegas Golden Knights,True,,,,,dylan-coghlan,,,,,2016,2020-06-03,Dylan Coghlan,D,0.02,4,34.9
570,201684,1999-05-02,"North Vancouver, BC, CAN",Canada,180.0,88.0,L,Pittsburgh Penguins,True,,,,,jordy-bellerive,,,,,2017,2020-06-03,Jordy Bellerive,F,0.03,10,27.1
571,201561,1999-08-23,"Estevan, SK, CAN",Canada,183.0,91.0,R,Vegas Golden Knights,True,,,,,brayden-pachal,,,,,2017,2020-06-03,Brayden Pachal,D,0.04,10,23.9
572,214331,1998-04-13,"Kolin, CZE",Czech Rep.,194.0,98.0,L,Dallas Stars,True,,,,,ondrej-vala,,,,,2016,2020-06-03,Ondrej Vala,D,0.02,11,40.5
573,258162,1999-05-14,"Camrose, AB, CAN",Canada,183.0,84.0,L,Ottawa Senators,True,,,,,parker-kelly,,,,,2017,2020-06-03,Parker Kelly,F,0.02,9,15.9
574,251448,1998-08-05,"Pembroke, ON, CAN",Canada,183.0,86.0,L,Dallas Stars,True,,,,,tye-felhaber,,,,,2016,2020-06-03,Tye Felhaber,F,0.03,3,37.8
575,198405,1998-01-15,"Edmonton, AB, CAN",Canada,188.0,84.0,L,New Jersey Devils,True,,,,,colby-sissons,,,,,2016,2020-06-03,Colby Sissons,D,0.04,9,28.4
576,319959,1999-10-25,"St-Nicolas, QC, CAN",Canada,191.0,91.0,L,New Jersey Devils,True,,,,,jeremy-groleau,,,,,2018,2020-06-03,Jérémy Groleau,D,0.03,10,19.8
577,201256,1998-03-05,"Brandon, MB, CAN",Canada,180.0,85.0,L,Colorado Avalanche,True,,,,,ty-lewis,,,,,2016,2020-06-03,Ty Lewis,F,0.02,4,38.4
578,199648,1998-12-31,"Calgary, AB, CAN",Canada,185.0,83.0,R,New York Rangers,True,,,,,jake-elmer,,,,,2017,2020-06-03,Jake Elmer,F,0.01,11,42.0
579,241023,1997-10-17,"Winchester, ON, CAN",Canada,178.0,83.0,L,Montréal Canadiens,True,,,,,hayden-verbeek,,,,,2016,2020-06-03,Hayden Verbeek,F,0.02,4,21.0
580,252473,1998-04-22,"Cambridge, ON, CAN",Canada,179.0,86.0,R,Nashville Predators,True,,,,,zach-magwood,,,,,2016,2020-06-03,Zach Magwood,F,0.04,10,34.6
581,279121,1998-07-10,"Saskatoon, SK, CAN",Canada,185.0,87.0,R,Chicago Blackhawks,True,,,,,reese-johnson,,,,,2016,2020-06-03,Reese Johnson,F,0.02,4,20.1
582,254891,1998-09-19,"Laval, QC, CAN",Canada,191.0,86.0,L,Anaheim Ducks,True,,,,,simon-benoit,,,,,2017,2020-06-03,Simon Benoît,D,0.02,4,28.9
583,375738,2000-01-08,"Moskva, RUS",Russia,193.0,95.0,R,San Jose Sharks,True,,,,,vladislav-kotkov,,,,,2018,2020-06-03,Vladislav Kotkov,F,0.07,11,54.1
584,199940,1997-11-27,"Nanaimo, BC, CAN",Canada,183.0,84.0,R,Florida Panthers,True,,,,,patrick-bajkov,,,,,2016,2020-06-03,Patrick Bajkov,F,0.02,4,40.8
585,354151,1999-05-16,"Mascouche, QC, CAN",Canada,183.0,91.0,L,Ottawa Senators,True,,,,,jonathan-aspirot,,,,,2017,2020-06-03,Jonathan Aspirot,D,0.03,10,18.7
586,201546,1999-03-11,"Repentigny, QC, CAN",Canada,183.0,92.0,L,Montréal Canadiens,True,,,,,joel-teasdale,,,,,2017,2020-06-03,Joël Teasdale,F,0.08,14,73.7
587,297920,1999-09-12,"West Vancouver, BC, CAN",Canada,185.0,88.0,L,Columbus Blue Jackets,True,,,,,jake-christiansen,,,,,2017,2020-06-03,Jake Christiansen,D,0.12,10,37.2
588,254885,1998-11-18,"Laval, QC, CAN",Canada,183.0,93.0,L,Tampa Bay Lightning,True,,,,,jimmy-huntington,,,,,2017,2020-06-03,Jimmy Huntington,F,0.03,3,34.8
589,258628,1999-06-14,"Lloydminster, AB, CAN",Canada,185.0,84.0,R,Anaheim Ducks,True,,,,,bryce-kindopp,,,,,2017,2020-06-03,Bryce Kindopp,F,0.05,6,39.4
590,398138,2000-03-30,"Chelyabinsk, RUS",Russia,191.0,80.0,L,Philadelphia Flyers,True,,,,,yegor-zamula,,,,,2018,2020-06-03,Yegor Zamula,D,0.1,15,103.7
591,154069,1998-03-11,"Sherwood Park, AB, CAN",Canada,180.0,73.0,L,Buffalo Sabres,True,,,,,brandon-biro,,,,,2016,2020-06-03,Brandon Biro,F,0.0,3,36.8
592,378129,1998-06-09,"Chatham, NJ, USA",USA,191.0,86.0,L,Pittsburgh Penguins,True,,,,,drew-o-connor,,,,,2016,2020-06-03,Drew O'Connor,F,0.0,3,38.3
593,247246,1998-07-26,"Praha, CZE",Czech Rep.,188.0,88.0,L,Chicago Blackhawks,True,,,,,matej-chalupa,,,,,2016,2020-06-03,Matej Chalupa,F,0.0,3,37.1
